0,148,89,0
1,288,149,1
2,288,129,1
3,270,133,0
4,256,141,0
5,256,157,0
6,246,157,0
7,236,169,0
8,228,169,0
9,228,161,0
10,220,169,0
11,212,169,0
12,204,169,0
13,196,169,0
14,188,169,0
15,196,161,0
16,188,145,1
17,172,145,0
18,164,145,0
19,156,145,0
20,148,145,0
21,140,145,0
22,148,169,0
23,164,169,0
24,172,169,0
25,156,169,0
26,140,169,0
27,132,169,0
28,124,169,0
29,116,161,0
30,104,153,0
31,104,161,0
32,104,169,1
33,90,165,0
34,80,157,0
35,64,157,0
36,64,165,0
37,56,169,0
38,56,161,0
39,56,153,0
40,56,145,0
41,56,137,0
42,56,129,0
43,56,121,0
44,40,121,0
45,40,129,0
46,40,137,0
47,40,145,0
48,40,153,1
49,40,161,1
50,40,169,1
51,32,169,1
52,32,161,1
53,32,153,1
54,32,145,0
55,32,137,0
56,32,129,0
57,32,121,0
58,32,113,0
59,40,113,0
60,56,113,0
61,56,105,0
62,48,99,0
63,40,99,0
64,32,97,1
65,32,89,0
66,24,89,0
67,16,97,1
68,16,109,1
69,8,109,1
70,8,97,1
71,8,89,1
72,8,81,1
73,8,73,1
74,8,65,1
75,8,57,1
76,16,57,1
77,8,49,1
78,8,41,1
79,24,45,1
80,32,41,1
81,32,49,0
82,32,57,0
83,32,65,0
84,32,73,0
85,32,81,0
86,40,83,0
87,40,73,0
88,40,63,0
89,40,51,0
90,44,43,0
91,44,35,0
92,44,27,0
93,32,25,1
94,24,25,1
95,16,25,1
96,16,17,1
97,24,17,1
98,32,17,1
99,44,11,1
100,56,9,0
101,56,17,0
102,56,25,0
103,56,33,0
104,56,41,0
105,64,41,0
106,72,41,0
107,72,49,0
108,56,49,0
109,48,51,0
110,56,57,0
111,56,65,0
112,48,63,1
113,48,73,0
114,56,73,0
115,56,81,0
116,48,83,0
117,56,89,0
118,56,97,0
119,104,97,0
120,104,105,0
121,104,113,0
122,104,121,0
123,104,129,0
124,104,137,0
125,104,145,0
126,116,145,0
127,124,145,0
128,132,145,1
129,132,137,0
130,140,137,0
131,148,137,0
132,156,137,0
133,164,137,0
134,172,125,0
135,172,117,0
136,172,109,0
137,172,101,0
138,172,93,0
139,172,85,0
140,180,85,0
141,180,77,0
142,180,69,0
143,180,61,0
144,180,53,1
145,172,53,0
146,172,61,0
147,172,69,0
148,172,77,0
149,164,81,0
150,148,85,2
151,124,85,0
152,124,93,0
153,124,109,0
154,124,125,0
155,124,117,0
156,124,101,0
157,104,89,0
158,104,81,0
159,104,73,0
160,104,65,1
161,104,49,0
162,104,41,0
163,104,33,0
164,104,25,0
165,104,17,0
166,92,9,0
167,80,9,0
168,72,9,0
169,64,21,0
170,72,25,0
171,80,25,0
172,80,25,0
173,80,41,0
174,88,49,0
175,104,57,0
176,124,69,1
177,124,77,0
178,132,81,0
179,140,65,0
180,132,61,0
181,124,61,0
182,124,53,0
183,124,45,0
184,124,37,0
185,124,29,0
186,132,21,0
187,124,21,0
188,120,9,0
189,128,9,0
190,136,9,0
191,148,9,0
192,162,9,1
193,156,25,0
194,172,21,0
195,180,21,0
196,180,29,0
197,172,29,0
198,172,37,0
199,172,45,0
200,180,45,0
201,180,37,0
202,188,41,0
203,196,49,0
204,204,57,0
205,212,65,0
206,220,73,0
207,228,69,0
208,228,77,1
209,236,77,0
210,236,69,0
211,236,61,0
212,228,61,0
213,228,53,0
214,236,53,0
215,236,45,0
216,228,45,0
217,228,37,0
218,236,37,0
219,236,29,0
220,228,29,0
221,228,21,0
222,236,21,0
223,252,21,0
224,260,29,1
225,260,37,0
226,260,45,0
227,260,53,0
228,260,61,0
229,260,69,0
230,260,77,0
231,276,77,0
232,276,69,1
233,276,61,1
234,276,53,1
235,284,53,1
236,284,61,1
237,284,69,1
238,284,77,1
239,284,85,1
240,284,93,1
241,284,101,1
242,288,109,1
243,280,109,1
244,276,101,0
245,276,93,0
246,276,85,0
247,268,97,0
248,260,109,0
249,252,101,0
250,260,93,0
251,260,85,0
252,236,85,0
253,228,85,0
254,228,93,0
255,236,93,0
256,236,101,1
257,228,101,0
258,228,109,0
259,228,117,0
260,228,125,0
261,220,125,0
262,212,117,0
263,204,109,0
264,196,101,0
265,188,93,0
266,180,93,0
267,180,101,0
268,180,109,0
269,180,117,0
270,180,125,0
271,196,145,0
272,204,145,1
273,212,145,0
274,220,145,0
275,228,145,0
276,236,145,0
277,246,141,0
278,252,125,0
279,260,129,0
280,280,133,1
