0,1102,1993.5,0
1,2017,663,1
2,2017,703,1
3,2018,741,1
4,2017,779,1
5,2016,817,1
6,2019,856,1
7,2019,896,1
8,2019,935,1
9,2031,966,1
10,1963,877,1
11,1964,901,1
12,1941,934,1
13,1862,666,1
14,1863,705,1
15,1865,742,1
16,1865,780,1
17,1865,820,1
18,1866,859,1
19,1864,895,1
20,1864,938,1
21,1972,1051,0
22,1971,1090,0
23,1972,1128,0
24,1974,1168,0
25,1973,1205,0
26,1974,1245,0
27,1974,1284,0
28,1943,1110,0
29,1915,1150,0
30,1856,1053,0
31,1856,1090,0
32,1858,1130,1
33,1857,1169,0
34,1857,1207,0
35,1858,1245,0
36,1857,1286,0
37,1820,1246,0
38,2034,1360,0
39,1860,1392,0
40,1781,1390,0
41,1976,1456,0
42,1976,1494,0
43,1975,1536,0
44,1978,1573,0
45,1978,1611,0
46,1977,1651,0
47,1977,1688,0
48,1976,1728,1
49,1979,1767,0
50,1979,1806,0
51,1978,1852,0
52,2026,1573,0
53,2026,1648,0
54,2025,1729,0
55,2036,1854,0
56,1931,1775,0
57,1901,1887,0
58,1861,1456,0
59,1859,1498,0
60,1861,1537,0
61,1859,1576,0
62,1860,1614,0
63,1861,1651,0
64,1858,1691,1
65,1861,1731,0
66,1860,1768,0
67,1865,2287,0
68,1860,1853,0
69,1979,1978,0
70,1979,2015,0
71,1979,2055,0
72,1978,2097,0
73,1981,2133,0
74,1980,2092,0
75,1980,2210,0
76,1982,2248,0
77,1981,2284,0
78,1983,2326,0
79,1984,2377,0
80,2031,2376,1
81,1952,2058,0
82,1922,2093,0
83,1933,2209,0
84,1923,2250,0
85,1862,1930,0
86,1864,1979,0
87,1864,2017,0
88,1865,2056,0
89,1865,2093,0
90,1864,2136,0
91,1866,2174,0
92,1865,2214,0
93,1866,2250,0
94,1865,2291,0
95,1868,2329,0
96,1982,2459,1
97,1983,2579,0
98,1985,2541,0
99,1985,2576,0
100,1984,2616,0
101,1986,2653,0
102,1984,2671,0
103,1988,2734,0
104,1937,2696,0
105,1906,2616,0
106,1867,2414,0
107,1867,2462,0
108,1869,2502,0
109,1869,2544,0
110,1870,2578,0
111,1867,2619,0
112,1868,2657,1
113,1871,2697,0
114,1870,2736,0
115,1958,2830,0
116,2034,2857,0
117,2035,2906,1
118,2037,3218,1
119,2038,3361,1
120,1988,2985,1
121,1989,3020,1
122,1988,3061,1
123,1990,3099,1
124,1989,3139,1
125,1989,3178,1
126,1990,3214,1
127,1990,3257,1
128,1993,3365,1
129,1921,2983,0
130,1904,3103,1
131,1870,2859,0
132,1872,2938,0
133,1872,2987,0
134,1871,3027,0
135,1874,3066,1
136,1871,3104,1
137,1873,3138,1
138,1873,3180,1
139,1873,3219,1
140,1874,3258,1
141,1758,540,1
142,1709,559,1
143,567,535,1
144,570,578,1
145,511,558,1
146,462,558,1
147,248,561,1
148,1563,707,1
149,1524,707,1
150,1486,709,1
151,1447,710,1
152,1409,708,1
153,1370,709,1
154,1332,709,1
155,1293,709,1
156,1257,707,1
157,1216,709,0
158,1180,710,0
159,1138,709,0
160,1101,712,1
161,1061,710,0
162,1024,710,0
163,985,711,0
164,946,710,1
165,908,709,1
166,874,1111,0
167,832,1111,0
168,947,713,0
169,908,711,1
170,872,1110,0
171,789,627,1
172,753,712,1
173,716,713,1
174,677,712,1
175,638,710,1
176,1564,745,1
177,1526,746,1
178,1489,745,1
179,1449,745,1
180,1409,746,0
181,1373,745,0
182,1334,746,0
183,1296,745,0
184,1258,747,0
185,1216,748,0
186,1178,744,0
187,1139,748,0
188,1096,751,0
189,1060,747,0
190,1023,748,0
191,986,748,0
192,947,751,1
193,910,747,0
194,875,1146,0
195,833,1147,0
196,792,1148,0
197,751,752,0
198,714,750,1
199,678,750,1
200,638,751,1
201,1721,782,1
202,1681,782,1
203,1641,784,1
204,1602,784,1
205,1565,785,1
206,1527,784,0
207,1489,786,0
208,1450,784,1
209,1025,803,0
210,983,807,0
211,1025,845,0
212,638,788,1
213,598,792,1
214,561,790,1
215,521,790,1
216,1627,1323,0
217,1625,1282,0
218,1627,1243,0
219,1627,1205,0
220,1622,685,1
221,1627,1129,0
222,1625,1088,0
223,1626,1051,0
224,1626,984,1
225,1606,935,0
226,1645,934,0
227,1683,933,0
228,1703,985,0
229,1720,934,0
230,1739,891,0
231,1759,934,0
232,1743,1052,0
233,1742,1090,0
234,1740,1129,0
235,1741,1164,0
236,1745,1206,0
237,1744,1247,0
238,1743,1284,0
239,1743,1322,0
240,1513,1373,1
241,1580,1373,0
242,1581,1323,0
243,1540,1284,0
244,1511,1285,0
245,1512,1246,0
246,1511,1206,0
247,1558,1204,0
248,1512,1169,0
249,1510,1127,0
250,1510,1091,0
251,1508,1052,0
252,1474,1043,0
253,1471,983,0
254,1450,935,0
255,1434,906,0
256,1491,936,1
257,1528,935,0
258,1568,933,0
259,1395,987,0
260,1395,1055,0
261,1396,1092,0
262,1394,1127,0
263,1395,1168,0
264,1396,1207,0
265,1425,1228,0
266,1396,1246,0
267,1397,1285,0
268,1398,1339,0
269,1398,1458,0
270,1340,1295,0
271,1329,1169,0
272,1280,1372,1
273,1282,1322,0
274,1282,1286,0
275,1278,1243,0
276,1281,1209,0
277,1280,1170,0
278,1280,1132,0
279,1281,1092,0
280,1281,1054,0
281,1257,958,0
282,1242,984,0
283,1165,988,0
284,1164,1057,0
285,1163,1095,0
286,1165,1132,0
287,1166,1170,0
288,1166,1208,1
289,1165,1246,0
290,1165,1289,0
291,1167,1327,0
292,1088,1049,0
293,1107,1151,0
294,1108,1286,0
295,1087,1329,0
296,1049,1058,0
297,1049,1093,0
298,1049,1134,0
299,1051,1172,0
300,1048,1207,0
301,1050,1249,0
302,1052,1289,0
303,1050,1328,0
304,1050,1378,1
305,1019,1323,0
306,1021,1269,0
307,1019,1226,0
308,1014,988,0
309,974,1172,0
310,934,989,0
311,935,1058,0
312,936,1097,0
313,935,1134,0
314,936,1175,0
315,936,1210,0
316,936,1250,0
317,936,1287,0
318,935,1327,0
319,896,1466,0
320,898,1043,1
321,899,1284,0
322,900,1326,0
323,860,1327,0
324,859,1371,0
325,861,1533,0
326,860,1683,0
327,859,1325,0
328,883,1876,0
329,817,1458,0
330,816,1496,0
331,817,1539,0
332,819,1568,0
333,816,1117,0
334,815,1648,0
335,816,1684,0
336,817,1807,1
337,788,1357,0
338,768,1195,0
339,777,990,0
340,730,1139,0
341,695,913,0
342,702,991,0
343,703,1058,0
344,699,1095,0
345,700,1137,0
346,701,1176,0
347,699,1215,0
348,701,1252,0
349,702,1291,0
350,702,1325,0
351,642,943,0
352,602,945,1
353,564,945,0
354,525,943,0
355,542,993,0
356,640,1059,0
357,583,1058,0
358,585,1098,0
359,585,1138,0
360,641,1135,0
361,585,1176,0
362,584,1215,0
363,586,1254,0
364,645,1250,0
365,623,1290,0
366,586,1289,0
367,585,1340,0
368,540,1375,1
369,473,1342,0
370,406,1255,0
371,414,1079,0
372,354,1056,0
373,354,1100,0
374,354,1141,0
375,354,1179,0
376,353,1216,0
377,354,1260,0
378,354,1292,0
379,354,1345,0
380,358,1383,0
381,326,792,1
382,326,1312,0
383,326,870,1
384,327,909,1
385,315,947,1
386,274,946,1
387,313,995,0
388,316,1051,0
389,295,1273,0
390,296,1383,0
391,234,994,1
392,237,1062,0
393,238,1103,0
394,238,1140,0
395,235,1179,0
396,237,1216,0
397,238,1259,0
398,239,1295,0
399,241,1344,0
400,198,1207,1
401,201,1141,0
402,200,1024,1
403,170,996,1
404,166,905,1
405,167,863,1
406,166,826,1
407,166,790,1
408,1816,1652,0
409,1804,1728,0
410,1806,1805,0
411,1746,1456,0
412,1747,1494,0
413,1748,1533,0
414,1747,1570,0
415,1746,1611,0
416,1747,1650,1
417,1749,1690,0
418,1743,1724,0
419,1751,1768,0
420,1744,1807,0
421,1749,1856,0
422,1748,1902,0
423,1627,1407,0
424,1633,1460,0
425,1630,1495,0
426,1628,1533,0
427,1631,1573,0
428,1634,1612,0
429,1632,1651,0
430,1633,1692,0
431,1632,1731,0
432,1629,1766,1
433,1632,1806,0
434,1631,1855,0
435,1653,1886,0
436,1633,1931,0
437,1580,1456,0
438,1592,1536,0
439,1514,1458,0
440,1514,1495,0
441,1514,1538,0
442,1509,1575,0
443,1514,1617,0
444,1513,1653,0
445,1513,1692,0
446,1516,1730,0
447,1515,1770,0
448,1516,1807,1
449,1515,1855,0
450,1527,1888,0
451,1475,1748,0
452,1436,1538,0
453,1400,1411,0
454,1397,1457,0
455,1399,1499,0
456,1399,1537,0
457,1396,1575,0
458,1398,1615,0
459,1401,1651,0
460,1398,1691,0
461,1398,1729,0
462,1399,1768,0
463,1400,1808,0
464,1401,1855,1
465,1402,1808,0
466,1403,1936,0
467,1360,1895,0
468,1361,1825,0
469,1340,1769,0
470,1358,1576,0
471,1358,1457,0
472,1331,1458,0
473,1282,1459,0
474,1281,1499,0
475,1284,1538,0
476,1283,1578,0
477,1282,1616,0
478,1282,1654,0
479,1283,1692,0
480,1283,1730,1
481,1285,1770,0
482,1285,1809,0
483,1285,1860,0
484,1253,1690,0
485,1218,1482,0
486,1215,1541,0
487,1166,1411,0
488,1166,1547,0
489,1166,1500,0
490,1165,1536,0
491,1167,1576,0
492,1167,1617,0
493,1167,1655,0
494,1168,1694,0
495,1169,1733,0
496,1168,1768,1
497,1172,1812,0
498,1168,1861,0
499,1127,1595,0
