0,-37.44,-157.55,0
1,36.49,7.49,0
2,57.06,9.51,0
3,30.22,48.14,1
4,5.15,-3.56,0
5,34.59,-106.37,0
6,57.12,-2.12,0
7,16.45,-99.45,0
8,5.36,-0.1,0
9,28.56,-13.36,0
10,8.59,38.48,0
11,12.5,45.02,1
12,-34.48,138.38,1
13,30.23,-9.33,0
14,56.18,12.51,0
15,36.4,-4.3,0
16,40.38,8.17,2
17,35.11,-3.5,0
18,41.55,8.48,0
19,-37.01,174.47,1
20,38.17,-0.34,0
21,36.42,3.13,0
22,36.11,37.14,0
23,35.14,-101.42,0
24,31.58,35.59,0
25,52.18,4.46,0
26,61.1,-149.59,0
27,39.57,32.41,0
28,51.11,4.28,0
29,17.08,-61.47,0
30,43.37,13.22,0
31,29.38,35.01,0
32,59.39,17.55,1
33,15.18,38.55,0
34,-25.14,-57.31,0
35,23.58,32.47,0
36,37.54,23.44,0
37,33.46,-84.31,0
38,12.3,-70.01,0
39,24.26,54.28,1
40,36.55,30.48,0
41,26.16,50.38,1
42,40.29,50.01,1
43,39.11,-76.4,0
44,10.48,-74.52,0
45,-16.11,-52.3,0
46,10.25,45.01,0
47,41.18,2.05,0
48,32.22,-64.42,1
49,41.56,-72.41,0
50,40.39,17.57,0
51,44.49,20.19,0
52,9.21,34.31,0
53,32.06,20.16,0
54,52.29,13.24,0
55,48.27,-4.25,0
56,-19.48,3.45,0
57,33.49,35.29,0
58,54.39,-6.14,0
59,35.48,-101.22,0
60,4.24,18.31,0
61,13.04,-59.3,0
62,60.17,5.13,0
63,44.48,-68.5,0
64,33.14,44.14,1
65,45.4,9.24,0
66,33.34,-86.45,0
67,52.27,-1.45,0
68,42.33,9.29,0
69,45.48,-108.37,0
70,43.28,-1.32,0
71,13.21,-16.4,0
72,-3.19,29.19,0
73,13.55,100.36,1
74,12.38,-8.02,0
75,55.44,9.09,0
76,44.32,11.18,0
77,12.57,77.4,1
78,-15.41,34.58,0
79,27.13,56.22,1
80,-27.25,153.05,1
81,44.5,-0.43,0
82,4.42,-74.09,0
83,50.47,-1.51,0
84,19.05,72.52,1
85,67.16,14.22,0
86,42.22,-71,0
87,53.03,8.48,0
88,41.08,16.47,0
89,46.55,7.3,0
90,51.31,-2.35,0
91,50.54,4.29,0
92,-15.52,-47.55,0
93,47.35,7.32,0
94,48.1,16.13,0
95,47.27,19.15,0
96,-34.49,-58.32,1
97,42.55,-78.38,0
98,44.3,26.06,0
99,49.27,2.07,0
100,-4.15,15.15,0
101,39.15,9.04,0
102,30.08,31.24,0
103,23.11,113.16,1
104,33.33,-7.4,0
105,-11.54,22.45,0
106,4.49,-52.22,0
107,52.13,0.11,0
108,-35.19,149.12,1
109,10.36,-66.59,0
110,22.39,88.27,1
111,52.5,-1.19,0
112,49.01,2.33,1
113,43.33,6.57,0
114,45.4,-0.19,0
115,39.37,19.55,0
116,50.52,7.09,0
117,41.59,-87.54,0
118,41.48,12.36,0
119,9.34,-13.37,0
